id,timestamp,season,holiday,workingday,humidity,windspeed,demand,temp_category,Weather_Code
103,05/01/2017 11:00,spring,No,Yes,33,22.0028,3.828641396,Mild,1
104,05/01/2017 12:00,spring,No,Yes,33,22.0028,4.369447852,Mild,1
105,05/01/2017 13:00,spring,No,Yes,30,19.9995,4.262679877,Mild,1
106,05/01/2017 14:00,spring,No,Yes,28,12.998,4.127134385,Mild,1
107,05/01/2017 15:00,spring,No,Yes,28,12.998,4.127134385,Mild,1
108,05/01/2017 16:00,spring,No,Yes,28,6.0032,4.48863637,Mild,1
109,05/01/2017 17:00,spring,No,Yes,38,12.998,5.247024072,Mild,1
110,05/01/2017 18:00,spring,No,Yes,38,8.9981,5.129898715,Mild,1
111,05/01/2017 19:00,spring,No,Yes,38,7.0015,4.882801923,Mild,1
112,05/01/2017 20:00,spring,No,Yes,47,11.0014,4.48863637,Mild,1
113,05/01/2017 21:00,spring,No,Yes,51,12.998,3.761200116,Cold,1
114,05/01/2017 22:00,spring,No,Yes,55,8.9981,3.737669618,Cold,1
115,05/01/2017 23:00,spring,No,Yes,47,0,2.944438979,Mild,1
116,06/01/2017 00:00,spring,No,Yes,55,0,2.397895273,Mild,1
117,06/01/2017 01:00,spring,No,Yes,64,0,1.386294361,Mild,1
118,06/01/2017 02:00,spring,No,Yes,64,0,0.693147181,Mild,1
119,06/01/2017 04:00,spring,No,Yes,64,6.0032,0,Cold,2
120,06/01/2017 05:00,spring,No,Yes,69,6.0032,1.386294361,Cold,2
121,06/01/2017 06:00,spring,No,Yes,63,7.0015,3.583518938,Cold,2
122,06/01/2017 07:00,spring,No,Yes,59,0,4.553876892,Mild,2
123,06/01/2017 08:00,spring,No,Yes,59,0,5.38907173,Mild,1
124,06/01/2017 09:00,spring,No,Yes,51,0,4.804021045,Mild,2
125,06/01/2017 10:00,spring,No,Yes,47,0,3.80666249,Mild,1
126,06/01/2017 11:00,spring,No,Yes,44,6.0032,4.077537444,Mild,1
127,06/01/2017 12:00,spring,No,Yes,35,0,4.430816799,Mild,1
128,06/01/2017 13:00,spring,No,Yes,35,7.0015,4.204692619,Mild,1
129,06/01/2017 14:00,spring,No,Yes,36,11.0014,4.248495242,Mild,1
130,06/01/2017 15:00,spring,No,Yes,36,0,4.127134385,Mild,1
131,06/01/2017 16:00,spring,No,Yes,38,11.0014,4.454347296,Mild,1
132,06/01/2017 17:00,spring,No,Yes,51,11.0014,5.147494477,Mild,1
133,06/01/2017 18:00,spring,No,Yes,51,8.9981,5.093750201,Mild,1
134,06/01/2017 19:00,spring,No,Yes,55,,4.718498871,Mild,1
135,06/01/2017 20:00,spring,No,Yes,51,11.0014,4.234106505,Mild,1
136,06/01/2017 21:00,spring,No,Yes,55,15.0013,3.871201011,Mild,2
137,06/01/2017 22:00,spring,No,Yes,51,19.0012,3.951243719,Mild,2
138,06/01/2017 23:00,spring,No,Yes,59,12.998,3.135494216,Cold,2
139,07/01/2017 00:00,spring,No,Yes,64,12.998,2.833213344,Cold,2
140,07/01/2017 01:00,spring,No,Yes,69,15.0013,1.945910149,Cold,2
141,07/01/2017 02:00,spring,No,Yes,69,15.0013,0,Cold,2
142,07/01/2017 04:00,spring,No,Yes,69,8.9981,0,Mild,2
143,07/01/2017 05:00,spring,No,Yes,55,0,1.609437912,Mild,3
144,07/01/2017 06:00,spring,No,Yes,69,0,3.526360525,Mild,2
145,07/01/2017 07:00,spring,No,Yes,69,8.9981,4.430816799,Mild,1
146,07/01/2017 08:00,spring,No,Yes,51,16.9979,5.347107531,Cold,1
147,07/01/2017 09:00,spring,No,Yes,47,19.9995,4.8978398,Cold,1
148,07/01/2017 10:00,spring,No,Yes,37,22.0028,4.143134726,Cold,1
149,07/01/2017 11:00,spring,No,Yes,40,15.0013,4.204692619,,2
150,07/01/2017 12:00,spring,No,Yes,37,16.9979,4.077537444,Cold,2
151,07/01/2017 13:00,spring,No,Yes,37,19.0012,4.290459441,Cold,2
152,07/01/2017 14:00,spring,No,Yes,40,16.9979,3.912023005,Cold,2
153,07/01/2017 15:00,spring,No,Yes,37,11.0014,4.276666119,Mild,2
154,07/01/2017 16:00,spring,No,Yes,37,11.0014,4.465908119,Mild,2
155,07/01/2017 17:00,spring,No,Yes,37,0,5.231108617,Mild,2
156,07/01/2017 18:00,spring,No,Yes,40,6.0032,4.812184355,Mild,1
157,07/01/2017 19:00,spring,No,Yes,55,6.0032,4.553876892,Cold,1
158,07/01/2017 20:00,spring,No,Yes,47,7.0015,3.931825633,Mild,1
159,07/01/2017 21:00,spring,No,Yes,47,8.9981,3.663561646,Cold,1
160,07/01/2017 22:00,spring,No,Yes,43,11.0014,3.583518938,Cold,2
161,07/01/2017 23:00,spring,No,Yes,51,11.0014,2.708050201,Cold,2
162,08/01/2017 00:00,spring,No,No,51,11.0014,3.218875825,Cold,2
163,08/01/2017 01:00,spring,No,No,55,6.0032,2.772588722,Mild,2
164,08/01/2017 02:00,spring,No,No,55,0,2.772588722,Mild,2
165,08/01/2017 03:00,spring,No,No,55,11.0014,1.945910149,Cold,3
166,08/01/2017 04:00,spring,No,No,55,11.0014,0,Cold,3
167,08/01/2017 05:00,spring,No,No,74,,1.609437912,Cold,2
168,08/01/2017 06:00,spring,No,No,74,11.0014,0.693147181,Cold,2
169,08/01/2017 07:00,spring,No,No,74,7.0015,2.197224577,Cold,2
170,08/01/2017 08:00,spring,No,No,93,7.0015,2.708050201,Cold,3
171,08/01/2017 09:00,spring,No,No,93,7.0015,2.995732274,Cold,3
172,08/01/2017 10:00,spring,No,No,80,11.0014,4.110873864,Cold,2
173,08/01/2017 11:00,spring,No,No,69,26.0027,4.127134385,Cold,2
174,08/01/2017 12:00,spring,No,No,59,23.9994,4.584967479,Cold,2
175,08/01/2017 13:00,spring,No,No,44,22.0028,4.624972813,Cold,1
176,08/01/2017 14:00,spring,No,No,32,32.9975,4.553876892,Cold,1
177,08/01/2017 15:00,spring,No,No,32,30.0026,4.304065093,Cold,1
178,08/01/2017 16:00,spring,No,No,29,30.0026,4.33073334,Cold,1
179,08/01/2017 17:00,spring,No,No,37,36.9974,4.234106505,Cold,1
180,08/01/2017 18:00,spring,No,No,39,19.9995,4.007333185,Cold,1
181,08/01/2017 19:00,spring,No,No,36,16.9979,3.401197382,Cold,1
182,08/01/2017 20:00,spring,No,No,36,16.9979,3.33220451,Cold,1
183,08/01/2017 21:00,spring,No,No,39,23.9994,3.610917913,Cold,1
184,08/01/2017 22:00,spring,No,No,36,26.0027,3.526360525,Cold,1
185,08/01/2017 23:00,spring,No,No,39,30.0026,3.091042453,Cold,1
186,09/01/2017 00:00,spring,No,No,42,26.0027,3.218875825,Cold,1
187,09/01/2017 01:00,spring,No,No,42,31.0009,2.48490665,Cold,1
188,09/01/2017 02:00,spring,No,No,46,31.0009,2.397895273,Cold,1
189,09/01/2017 03:00,spring,No,No,46,27.9993,1.386294361,Cold,1
190,09/01/2017 04:00,spring,No,No,53,12.998,0,Cold,1
191,09/01/2017 05:00,spring,No,No,53,12.998,0,Cold,1
192,09/01/2017 06:00,spring,No,No,49,19.0012,0,Cold,1
193,09/01/2017 07:00,spring,No,No,53,12.998,1.791759469,Cold,1
194,09/01/2017 08:00,spring,No,No,49,19.0012,2.302585093,Cold,1
195,09/01/2017 09:00,spring,No,No,46,35.0008,2.944438979,Cold,1
196,09/01/2017 10:00,spring,No,No,43,26.0027,3.891820298,Cold,1
197,09/01/2017 11:00,spring,No,No,40,35.0008,3.891820298,Cold,1
198,09/01/2017 12:00,spring,No,No,37,30.0026,4.418840608,Cold,1
199,09/01/2017 13:00,spring,No,No,34,30.0026,4.317488114,Cold,1
200,09/01/2017 14:00,spring,No,No,32,31.0009,4.276666119,Cold,1
201,09/01/2017 15:00,spring,No,No,35,23.9994,4.406719247,Cold,1
202,09/01/2017 16:00,spring,No,No,34,30.0026,4.521788577,Cold,1
203,09/01/2017 17:00,spring,No,No,37,26.0027,4.127134385,Cold,1
204,09/01/2017 18:00,spring,No,No,40,,3.871201011,Cold,1
205,09/01/2017 19:00,spring,No,No,43,22.0028,3.713572067,Cold,1
206,09/01/2017 20:00,spring,No,No,46,16.9979,3.63758616,Cold,1
207,09/01/2017 21:00,spring,No,No,46,27.9993,2.995732274,Cold,1
208,09/01/2017 22:00,spring,No,No,46,19.9995,2.708050201,Cold,1
209,09/01/2017 23:00,spring,No,No,50,12.998,1.791759469,Cold,1
210,10/01/2017 00:00,spring,No,Yes,50,19.0012,1.609437912,Cold,1
211,10/01/2017 01:00,spring,No,Yes,50,19.0012,0,Cold,1
212,10/01/2017 02:00,spring,No,Yes,50,15.0013,1.098612289,Cold,1
213,10/01/2017 03:00,spring,No,Yes,50,15.0013,0,Cold,1
214,10/01/2017 04:00,spring,No,Yes,54,8.9981,1.098612289,Cold,1
215,10/01/2017 05:00,spring,No,Yes,54,16.9979,1.098612289,Cold,1
216,10/01/2017 06:00,spring,No,Yes,50,19.0012,3.433987204,Cold,1
217,10/01/2017 07:00,spring,No,Yes,50,15.0013,4.343805422,Cold,1
218,10/01/2017 08:00,spring,No,Yes,50,19.0012,5.236441963,Cold,2
219,10/01/2017 09:00,spring,No,Yes,50,,4.543294782,Cold,2
220,10/01/2017 10:00,spring,No,Yes,50,19.9995,3.433987204,Cold,2
221,10/01/2017 11:00,spring,No,Yes,47,19.0012,3.401197382,Cold,2
222,10/01/2017 12:00,spring,No,Yes,40,19.0012,3.951243719,Cold,2
223,10/01/2017 13:00,spring,No,Yes,40,19.0012,3.988984047,Cold,2
224,10/01/2017 14:00,spring,No,Yes,40,15.0013,3.850147602,Cold,2
225,10/01/2017 15:00,spring,No,Yes,40,15.0013,3.80666249,Cold,2
226,10/01/2017 16:00,spring,No,Yes,40,8.9981,4.304065093,Mild,1
227,10/01/2017 17:00,spring,No,Yes,40,7.0015,5.18178355,Mild,1
228,10/01/2017 18:00,spring,No,Yes,40,15.0013,5.043425117,Cold,1
229,10/01/2017 19:00,spring,No,Yes,47,11.0014,4.553876892,Cold,1
230,10/01/2017 20:00,spring,No,Yes,50,11.0014,4.304065093,Cold,1
231,10/01/2017 21:00,spring,No,Yes,59,12.998,3.63758616,Cold,1
232,10/01/2017 22:00,spring,No,Yes,59,11.0014,3.17805383,Cold,1
233,10/01/2017 23:00,spring,No,Yes,59,11.0014,2.890371758,Cold,1
234,11/01/2017 00:00,spring,No,Yes,59,7.0015,2.48490665,Cold,1
235,11/01/2017 01:00,spring,No,Yes,59,11.0014,1.098612289,Cold,1
236,11/01/2017 02:00,spring,No,Yes,55,12.998,1.098612289,Cold,2
237,11/01/2017 05:00,spring,No,Yes,55,8.9981,1.791759469,Cold,2
238,11/01/2017 06:00,spring,No,Yes,55,8.9981,3.295836866,Cold,2
239,11/01/2017 07:00,spring,No,Yes,55,0,4.59511985,Mild,2
240,11/01/2017 08:00,spring,No,Yes,51,6.0032,5.379897354,Mild,2
241,11/01/2017 09:00,spring,No,Yes,51,11.0014,4.86753445,Cold,2
242,11/01/2017 10:00,spring,No,Yes,51,11.0014,3.988984047,Mild,2
243,11/01/2017 11:00,spring,No,Yes,47,8.9981,3.555348061,Mild,2
244,11/01/2017 12:00,spring,No,Yes,51,7.0015,4.043051268,Mild,2
245,11/01/2017 13:00,spring,No,Yes,59,6.0032,3.951243719,Mild,2
246,11/01/2017 14:00,spring,No,Yes,59,6.0032,4.143134726,Mild,2
247,11/01/2017 15:00,spring,No,Yes,80,6.0032,3.850147602,Cold,2
248,11/01/2017 16:00,spring,No,Yes,86,15.0013,4.33073334,Cold,2
249,11/01/2017 17:00,spring,No,Yes,86,15.0013,4.912654886,Cold,2
250,11/01/2017 18:00,spring,No,Yes,93,7.0015,4.553876892,Cold,3
251,11/01/2017 19:00,spring,No,Yes,93,0,3.931825633,Mild,3
252,11/01/2017 20:00,spring,No,Yes,93,12.998,3.465735903,Cold,3
253,11/01/2017 21:00,spring,No,Yes,86,6.0032,2.995732274,Cold,3
254,11/01/2017 22:00,spring,No,Yes,93,7.0015,3.36729583,Cold,3
255,11/01/2017 23:00,spring,No,Yes,93,6.0032,2.944438979,Cold,3
256,12/01/2017 00:00,spring,No,Yes,86,6.0032,1.945910149,Cold,2
257,12/01/2017 01:00,spring,No,Yes,86,7.0015,1.791759469,Cold,2
258,12/01/2017 02:00,spring,No,Yes,86,8.9981,0,Cold,1
259,12/01/2017 05:00,spring,No,Yes,86,11.0014,1.609437912,Cold,1
260,12/01/2017 06:00,spring,No,Yes,93,8.9981,2.772588722,Cold,1
261,12/01/2017 07:00,spring,No,Yes,69,8.9981,3.988984047,Cold,1
262,12/01/2017 08:00,spring,No,Yes,59,11.0014,4.852030264,Cold,1
263,12/01/2017 09:00,spring,No,Yes,59,22.0028,4.394449155,Cold,1
264,12/01/2017 10:00,spring,No,Yes,55,15.0013,3.663561646,Cold,1
265,12/01/2017 11:00,spring,No,Yes,51,26.0027,3.555348061,Cold,1
266,12/01/2017 12:00,spring,No,Yes,47,39.0007,4.007333185,Cold,1
267,12/01/2017 13:00,spring,No,Yes,44,23.9994,3.891820298,Cold,1
268,12/01/2017 14:00,spring,No,Yes,47,22.0028,3.784189634,Cold,1
269,12/01/2017 15:00,spring,No,Yes,47,27.9993,3.891820298,Cold,1
270,12/01/2017 16:00,spring,No,Yes,44,22.0028,4.219507705,Cold,1
271,12/01/2017 17:00,spring,No,Yes,47,23.9994,4.934473933,Cold,1
272,12/01/2017 18:00,spring,No,Yes,47,35.0008,4.919980926,Cold,1
273,12/01/2017 19:00,spring,No,Yes,47,27.9993,4.418840608,Cold,1
274,12/01/2017 20:00,spring,No,Yes,50,22.0028,4.025351691,Cold,1
275,12/01/2017 21:00,spring,No,Yes,55,22.0028,4.043051268,Cold,1
276,12/01/2017 22:00,spring,No,Yes,55,30.0026,3.496507561,Cold,1
277,12/01/2017 23:00,spring,No,Yes,59,27.9993,2.995732274,Cold,1
278,13/01/2017 00:00,spring,No,Yes,59,19.0012,1.945910149,Cold,1
279,13/01/2017 01:00,spring,No,Yes,50,19.0012,0.693147181,Cold,1
280,13/01/2017 02:00,spring,No,Yes,50,23.9994,0.693147181,Cold,1
281,13/01/2017 03:00,spring,No,Yes,50,22.0028,1.098612289,Cold,1
282,13/01/2017 04:00,spring,No,Yes,50,16.9979,1.386294361,Cold,1
283,13/01/2017 05:00,spring,No,Yes,50,19.9995,1.098612289,Cold,1
284,13/01/2017 06:00,spring,No,Yes,54,8.9981,3.33220451,Cold,1
285,13/01/2017 07:00,spring,No,Yes,54,8.9981,4.276666119,Cold,1
286,13/01/2017 08:00,spring,No,Yes,50,12.998,5.308267697,Cold,1
287,13/01/2017 09:00,spring,No,Yes,50,22.0028,4.934473933,Cold,1
288,13/01/2017 10:00,spring,No,Yes,50,23.9994,3.63758616,Cold,2
289,13/01/2017 11:00,spring,No,Yes,44,30.0026,3.610917913,Cold,2
290,13/01/2017 12:00,spring,No,Yes,44,27.9993,3.951243719,,1
291,13/01/2017 13:00,spring,No,Yes,41,30.0026,4.418840608,Cold,1
292,13/01/2017 14:00,spring,No,Yes,41,26.0027,3.737669618,Cold,1
293,13/01/2017 15:00,spring,No,Yes,38,19.9995,4.094344562,Mild,1
294,13/01/2017 16:00,spring,No,Yes,38,23.9994,4.356708827,Mild,1
295,13/01/2017 17:00,spring,No,Yes,40,19.0012,5.087596335,Cold,1
296,13/01/2017 18:00,spring,No,Yes,40,22.0028,4.9698133,Cold,1
297,13/01/2017 19:00,spring,No,Yes,47,16.9979,4.59511985,Cold,1
298,13/01/2017 20:00,spring,No,Yes,47,15.0013,4.158883083,Cold,1
299,13/01/2017 21:00,spring,No,Yes,46,19.9995,3.688879454,Cold,1
300,13/01/2017 22:00,spring,No,Yes,46,22.0028,3.401197382,Cold,1
301,13/01/2017 23:00,spring,No,Yes,50,12.998,2.708050201,Cold,1
302,14/01/2017 00:00,spring,No,Yes,50,12.998,2.63905733,Cold,1
303,14/01/2017 01:00,spring,No,Yes,54,11.0014,1.609437912,Cold,1
304,14/01/2017 02:00,spring,No,Yes,54,8.9981,0,,1
305,14/01/2017 03:00,spring,No,Yes,54,7.0015,0,Cold,1
306,14/01/2017 05:00,spring,No,Yes,54,6.0032,2.079441542,Cold,1
307,14/01/2017 06:00,spring,No,Yes,54,0,2.833213344,Cold,1
308,14/01/2017 07:00,spring,No,Yes,74,11.0014,4.248495242,Cold,1
309,14/01/2017 08:00,spring,No,Yes,68,0,5.062595033,Cold,1
310,14/01/2017 09:00,spring,No,Yes,69,8.9981,4.762173935,Cold,1
311,14/01/2017 10:00,spring,No,Yes,55,12.998,3.784189634,Cold,1
312,14/01/2017 11:00,spring,No,Yes,51,19.0012,3.970291914,Cold,1
313,14/01/2017 12:00,spring,No,Yes,44,16.9979,4.110873864,Cold,1
314,14/01/2017 13:00,spring,No,Yes,37,26.0027,4.343805422,Cold,1
315,14/01/2017 14:00,spring,No,Yes,41,19.0012,4.158883083,Mild,1
316,14/01/2017 15:00,spring,No,Yes,38,11.0014,4.219507705,Mild,1
317,14/01/2017 16:00,spring,No,Yes,41,7.0015,4.49980967,Mild,1
318,14/01/2017 17:00,spring,No,Yes,41,11.0014,5.068904202,Mild,1
319,14/01/2017 18:00,spring,No,Yes,47,0,4.934473933,Mild,1
320,14/01/2017 19:00,spring,No,Yes,59,6.0032,4.521788577,Cold,1
321,14/01/2017 20:00,spring,No,Yes,59,0,4.219507705,Mild,1
322,14/01/2017 21:00,spring,No,Yes,69,0,3.951243719,Mild,1
323,14/01/2017 22:00,spring,No,Yes,69,0,3.583518938,Mild,2
324,14/01/2017 23:00,spring,No,Yes,55,0,3.295836866,Mild,2
325,15/01/2017 00:00,spring,No,No,55,0,3.33220451,Mild,1
326,15/01/2017 01:00,spring,No,No,59,6.0032,2.995732274,Cold,2
327,15/01/2017 02:00,spring,No,No,59,6.0032,2.48490665,Cold,2
328,15/01/2017 03:00,spring,No,No,59,0,2.079441542,Mild,2
329,15/01/2017 04:00,spring,No,No,59,0,1.609437912,Mild,2
330,15/01/2017 05:00,spring,No,No,59,0,0,Mild,1
331,15/01/2017 06:00,spring,No,No,,7.0015,1.098612289,Cold,1
332,15/01/2017 07:00,spring,No,No,63,0,2.302585093,Mild,1
333,15/01/2017 08:00,spring,No,No,63,8.9981,3.135494216,Cold,1
334,15/01/2017 09:00,spring,No,No,64,8.9981,3.496507561,Cold,1
335,15/01/2017 10:00,spring,No,No,59,11.0014,4.077537444,Cold,1
336,15/01/2017 11:00,spring,No,No,55,15.0013,4.276666119,Cold,1
337,15/01/2017 12:00,spring,No,No,48,15.0013,4.48863637,Mild,1
338,15/01/2017 13:00,spring,No,No,38,19.9995,4.615120517,Mild,1
339,15/01/2017 14:00,spring,No,No,39,19.0012,4.770684624,Mild,1
340,15/01/2017 15:00,spring,No,No,36,12.998,4.859812404,Mild,2
341,15/01/2017 16:00,spring,No,No,34,12.998,4.852030264,Mild,2
342,15/01/2017 17:00,spring,No,No,36,19.0012,4.418840608,Mild,2
343,15/01/2017 18:00,spring,No,No,45,16.9979,4.430816799,Mild,2
344,15/01/2017 19:00,spring,No,No,39,16.9979,4.304065093,Mild,2
345,15/01/2017 20:00,spring,No,No,39,16.9979,3.713572067,Mild,2
346,15/01/2017 21:00,spring,No,No,39,15.0013,4.043051268,Mild,2
347,15/01/2017 22:00,spring,No,No,42,7.0015,3.258096538,Mild,2
348,15/01/2017 23:00,spring,No,No,45,19.0012,3.784189634,Mild,1
349,16/01/2017 00:00,spring,No,No,56,0,3.663561646,Mild,1
350,16/01/2017 01:00,spring,No,No,56,8.9981,3.135494216,Mild,1
351,16/01/2017 02:00,spring,No,No,56,6.0032,2.772588722,Mild,1
