timestamp,time_hour,time_weekday_name,time_month
04/01/2017 06:00,06:00:00,Wednesday,January
04/01/2017 07:00,07:00:00,Wednesday,January
04/01/2017 08:00,08:00:00,Wednesday,January
04/01/2017 09:00,09:00:00,Wednesday,January
04/01/2017 10:00,10:00:00,Wednesday,January
04/01/2017 11:00,11:00:00,Wednesday,January
04/01/2017 12:00,12:00:00,Wednesday,January
04/01/2017 13:00,13:00:00,Wednesday,January
04/01/2017 14:00,14:00:00,Wednesday,January
04/01/2017 15:00,15:00:00,Wednesday,January
04/01/2017 16:00,16:00:00,Wednesday,January
04/01/2017 17:00,17:00:00,Wednesday,January
04/01/2017 18:00,18:00:00,Wednesday,January
04/01/2017 19:00,19:00:00,Wednesday,January
04/01/2017 20:00,20:00:00,Wednesday,January
04/01/2017 21:00,21:00:00,Wednesday,January
04/01/2017 22:00,22:00:00,Wednesday,January
04/01/2017 23:00,23:00:00,Wednesday,January
05/01/2017 00:00,00:00:00,Thursday,January
05/01/2017 01:00,01:00:00,Thursday,January
05/01/2017 02:00,02:00:00,Thursday,January
05/01/2017 04:00,04:00:00,Thursday,January
05/01/2017 05:00,05:00:00,Thursday,January
05/01/2017 06:00,06:00:00,Thursday,January
05/01/2017 07:00,07:00:00,Thursday,January
05/01/2017 08:00,08:00:00,Thursday,January
05/01/2017 09:00,09:00:00,Thursday,January
05/01/2017 10:00,10:00:00,Thursday,January
05/01/2017 11:00,11:00:00,Thursday,January
05/01/2017 12:00,12:00:00,Thursday,January
05/01/2017 13:00,13:00:00,Thursday,January
05/01/2017 14:00,14:00:00,Thursday,January
05/01/2017 15:00,15:00:00,Thursday,January
05/01/2017 16:00,16:00:00,Thursday,January
05/01/2017 17:00,17:00:00,Thursday,January
05/01/2017 18:00,18:00:00,Thursday,January
05/01/2017 19:00,19:00:00,Thursday,January
05/01/2017 20:00,20:00:00,Thursday,January
05/01/2017 21:00,21:00:00,Thursday,January
05/01/2017 22:00,22:00:00,Thursday,January
05/01/2017 23:00,23:00:00,Thursday,January
06/01/2017 00:00,00:00:00,Friday,January
06/01/2017 01:00,01:00:00,Friday,January
06/01/2017 02:00,02:00:00,Friday,January
06/01/2017 04:00,04:00:00,Friday,January
06/01/2017 05:00,05:00:00,Friday,January
06/01/2017 06:00,06:00:00,Friday,January
06/01/2017 07:00,07:00:00,Friday,January
06/01/2017 08:00,08:00:00,Friday,January
06/01/2017 09:00,09:00:00,Friday,January
06/01/2017 10:00,10:00:00,Friday,January
06/01/2017 11:00,11:00:00,Friday,January
06/01/2017 12:00,12:00:00,Friday,January
06/01/2017 13:00,13:00:00,Friday,January
06/01/2017 14:00,14:00:00,Friday,January
06/01/2017 15:00,15:00:00,Friday,January
06/01/2017 16:00,16:00:00,Friday,January
06/01/2017 17:00,17:00:00,Friday,January
06/01/2017 18:00,18:00:00,Friday,January
06/01/2017 19:00,19:00:00,Friday,January
06/01/2017 20:00,20:00:00,Friday,January
06/01/2017 21:00,21:00:00,Friday,January
06/01/2017 22:00,22:00:00,Friday,January
06/01/2017 23:00,23:00:00,Friday,January
07/01/2017 00:00,00:00:00,Saturday,January
07/01/2017 01:00,01:00:00,Saturday,January
07/01/2017 02:00,02:00:00,Saturday,January
07/01/2017 04:00,04:00:00,Saturday,January
07/01/2017 05:00,05:00:00,Saturday,January
07/01/2017 06:00,06:00:00,Saturday,January
07/01/2017 07:00,07:00:00,Saturday,January
07/01/2017 08:00,08:00:00,Saturday,January
07/01/2017 09:00,09:00:00,Saturday,January
07/01/2017 10:00,10:00:00,Saturday,January
07/01/2017 11:00,11:00:00,Saturday,January
07/01/2017 12:00,12:00:00,Saturday,January
07/01/2017 13:00,13:00:00,Saturday,January
07/01/2017 14:00,14:00:00,Saturday,January
07/01/2017 15:00,15:00:00,Saturday,January
07/01/2017 16:00,16:00:00,Saturday,January
07/01/2017 17:00,17:00:00,Saturday,January
07/01/2017 18:00,18:00:00,Saturday,January
07/01/2017 19:00,19:00:00,Saturday,January
07/01/2017 20:00,20:00:00,Saturday,January
07/01/2017 21:00,21:00:00,Saturday,January
07/01/2017 22:00,22:00:00,Saturday,January
07/01/2017 23:00,23:00:00,Saturday,January
08/01/2017 00:00,00:00:00,Sunday,January
08/01/2017 01:00,01:00:00,Sunday,January
08/01/2017 02:00,02:00:00,Sunday,January
08/01/2017 03:00,03:00:00,Sunday,January
08/01/2017 04:00,04:00:00,Sunday,January
08/01/2017 05:00,05:00:00,Sunday,January
08/01/2017 06:00,06:00:00,Sunday,January
08/01/2017 07:00,07:00:00,Sunday,January
08/01/2017 08:00,08:00:00,Sunday,January
08/01/2017 09:00,09:00:00,Sunday,January
08/01/2017 10:00,10:00:00,Sunday,January
08/01/2017 11:00,11:00:00,Sunday,January
08/01/2017 12:00,12:00:00,Sunday,January
08/01/2017 13:00,13:00:00,Sunday,January
08/01/2017 14:00,14:00:00,Sunday,January
08/01/2017 15:00,15:00:00,Sunday,January
08/01/2017 16:00,16:00:00,Sunday,January
08/01/2017 17:00,17:00:00,Sunday,January
08/01/2017 18:00,18:00:00,Sunday,January
08/01/2017 19:00,19:00:00,Sunday,January
08/01/2017 20:00,20:00:00,Sunday,January
08/01/2017 21:00,21:00:00,Sunday,January
08/01/2017 22:00,22:00:00,Sunday,January
08/01/2017 23:00,23:00:00,Sunday,January
09/01/2017 00:00,00:00:00,Monday,January
09/01/2017 01:00,01:00:00,Monday,January
09/01/2017 02:00,02:00:00,Monday,January
09/01/2017 03:00,03:00:00,Monday,January
09/01/2017 04:00,04:00:00,Monday,January
09/01/2017 05:00,05:00:00,Monday,January
09/01/2017 06:00,06:00:00,Monday,January
09/01/2017 07:00,07:00:00,Monday,January
09/01/2017 08:00,08:00:00,Monday,January
09/01/2017 09:00,09:00:00,Monday,January
09/01/2017 10:00,10:00:00,Monday,January
09/01/2017 11:00,11:00:00,Monday,January
09/01/2017 12:00,12:00:00,Monday,January
09/01/2017 13:00,13:00:00,Monday,January
09/01/2017 14:00,14:00:00,Monday,January
09/01/2017 15:00,15:00:00,Monday,January
09/01/2017 16:00,16:00:00,Monday,January
09/01/2017 17:00,17:00:00,Monday,January
09/01/2017 18:00,18:00:00,Monday,January
09/01/2017 19:00,19:00:00,Monday,January
09/01/2017 20:00,20:00:00,Monday,January
09/01/2017 21:00,21:00:00,Monday,January
09/01/2017 22:00,22:00:00,Monday,January
09/01/2017 23:00,23:00:00,Monday,January
10/01/2017 00:00,00:00:00,Tuesday,January
10/01/2017 01:00,01:00:00,Tuesday,January
10/01/2017 02:00,02:00:00,Tuesday,January
10/01/2017 03:00,03:00:00,Tuesday,January
10/01/2017 04:00,04:00:00,Tuesday,January
10/01/2017 05:00,05:00:00,Tuesday,January
10/01/2017 06:00,06:00:00,Tuesday,January
10/01/2017 07:00,07:00:00,Tuesday,January
10/01/2017 08:00,08:00:00,Tuesday,January
10/01/2017 09:00,09:00:00,Tuesday,January
10/01/2017 10:00,10:00:00,Tuesday,January
10/01/2017 11:00,11:00:00,Tuesday,January
10/01/2017 12:00,12:00:00,Tuesday,January
10/01/2017 13:00,13:00:00,Tuesday,January
10/01/2017 14:00,14:00:00,Tuesday,January
10/01/2017 15:00,15:00:00,Tuesday,January
10/01/2017 16:00,16:00:00,Tuesday,January
10/01/2017 17:00,17:00:00,Tuesday,January
10/01/2017 18:00,18:00:00,Tuesday,January
10/01/2017 19:00,19:00:00,Tuesday,January
10/01/2017 20:00,20:00:00,Tuesday,January
10/01/2017 21:00,21:00:00,Tuesday,January
10/01/2017 22:00,22:00:00,Tuesday,January
10/01/2017 23:00,23:00:00,Tuesday,January
11/01/2017 00:00,00:00:00,Wednesday,January
11/01/2017 01:00,01:00:00,Wednesday,January
11/01/2017 02:00,02:00:00,Wednesday,January
11/01/2017 05:00,05:00:00,Wednesday,January
11/01/2017 06:00,06:00:00,Wednesday,January
11/01/2017 07:00,07:00:00,Wednesday,January
11/01/2017 08:00,08:00:00,Wednesday,January
11/01/2017 09:00,09:00:00,Wednesday,January
11/01/2017 10:00,10:00:00,Wednesday,January
11/01/2017 11:00,11:00:00,Wednesday,January
11/01/2017 12:00,12:00:00,Wednesday,January
11/01/2017 13:00,13:00:00,Wednesday,January
11/01/2017 14:00,14:00:00,Wednesday,January
11/01/2017 15:00,15:00:00,Wednesday,January
11/01/2017 16:00,16:00:00,Wednesday,January
11/01/2017 17:00,17:00:00,Wednesday,January
11/01/2017 18:00,18:00:00,Wednesday,January
11/01/2017 19:00,19:00:00,Wednesday,January
11/01/2017 20:00,20:00:00,Wednesday,January
11/01/2017 21:00,21:00:00,Wednesday,January
11/01/2017 22:00,22:00:00,Wednesday,January
11/01/2017 23:00,23:00:00,Wednesday,January
12/01/2017 00:00,00:00:00,Thursday,January
12/01/2017 01:00,01:00:00,Thursday,January
12/01/2017 02:00,02:00:00,Thursday,January
12/01/2017 05:00,05:00:00,Thursday,January
12/01/2017 06:00,06:00:00,Thursday,January
12/01/2017 07:00,07:00:00,Thursday,January
12/01/2017 08:00,08:00:00,Thursday,January
12/01/2017 09:00,09:00:00,Thursday,January
12/01/2017 10:00,10:00:00,Thursday,January
12/01/2017 11:00,11:00:00,Thursday,January
12/01/2017 12:00,12:00:00,Thursday,January
12/01/2017 13:00,13:00:00,Thursday,January
12/01/2017 14:00,14:00:00,Thursday,January
12/01/2017 15:00,15:00:00,Thursday,January
12/01/2017 16:00,16:00:00,Thursday,January
12/01/2017 17:00,17:00:00,Thursday,January
12/01/2017 18:00,18:00:00,Thursday,January
12/01/2017 19:00,19:00:00,Thursday,January
12/01/2017 20:00,20:00:00,Thursday,January
12/01/2017 21:00,21:00:00,Thursday,January
12/01/2017 22:00,22:00:00,Thursday,January
12/01/2017 23:00,23:00:00,Thursday,January
13/01/2017 00:00,00:00:00,Friday,January
13/01/2017 01:00,01:00:00,Friday,January
13/01/2017 02:00,02:00:00,Friday,January
13/01/2017 03:00,03:00:00,Friday,January
13/01/2017 04:00,04:00:00,Friday,January
13/01/2017 05:00,05:00:00,Friday,January
13/01/2017 06:00,06:00:00,Friday,January
13/01/2017 07:00,07:00:00,Friday,January
13/01/2017 08:00,08:00:00,Friday,January
13/01/2017 09:00,09:00:00,Friday,January
13/01/2017 10:00,10:00:00,Friday,January
13/01/2017 11:00,11:00:00,Friday,January
13/01/2017 12:00,12:00:00,Friday,January
13/01/2017 13:00,13:00:00,Friday,January
13/01/2017 14:00,14:00:00,Friday,January
13/01/2017 15:00,15:00:00,Friday,January
13/01/2017 16:00,16:00:00,Friday,January
13/01/2017 17:00,17:00:00,Friday,January
13/01/2017 18:00,18:00:00,Friday,January
13/01/2017 19:00,19:00:00,Friday,January
13/01/2017 20:00,20:00:00,Friday,January
13/01/2017 21:00,21:00:00,Friday,January
13/01/2017 22:00,22:00:00,Friday,January
13/01/2017 23:00,23:00:00,Friday,January
14/01/2017 00:00,00:00:00,Saturday,January
14/01/2017 01:00,01:00:00,Saturday,January
14/01/2017 02:00,02:00:00,Saturday,January
14/01/2017 03:00,03:00:00,Saturday,January
14/01/2017 05:00,05:00:00,Saturday,January
14/01/2017 06:00,06:00:00,Saturday,January
14/01/2017 07:00,07:00:00,Saturday,January
14/01/2017 08:00,08:00:00,Saturday,January
14/01/2017 09:00,09:00:00,Saturday,January
14/01/2017 10:00,10:00:00,Saturday,January
14/01/2017 11:00,11:00:00,Saturday,January
14/01/2017 12:00,12:00:00,Saturday,January
14/01/2017 13:00,13:00:00,Saturday,January
14/01/2017 14:00,14:00:00,Saturday,January
14/01/2017 15:00,15:00:00,Saturday,January
14/01/2017 16:00,16:00:00,Saturday,January
14/01/2017 17:00,17:00:00,Saturday,January
14/01/2017 18:00,18:00:00,Saturday,January
14/01/2017 19:00,19:00:00,Saturday,January
14/01/2017 20:00,20:00:00,Saturday,January
14/01/2017 21:00,21:00:00,Saturday,January
14/01/2017 22:00,22:00:00,Saturday,January
14/01/2017 23:00,23:00:00,Saturday,January
15/01/2017 00:00,00:00:00,Sunday,January
15/01/2017 01:00,01:00:00,Sunday,January
15/01/2017 02:00,02:00:00,Sunday,January
15/01/2017 03:00,03:00:00,Sunday,January
15/01/2017 04:00,04:00:00,Sunday,January
15/01/2017 05:00,05:00:00,Sunday,January
15/01/2017 06:00,06:00:00,Sunday,January
15/01/2017 07:00,07:00:00,Sunday,January
15/01/2017 08:00,08:00:00,Sunday,January
15/01/2017 09:00,09:00:00,Sunday,January
15/01/2017 10:00,10:00:00,Sunday,January
15/01/2017 11:00,11:00:00,Sunday,January
15/01/2017 12:00,12:00:00,Sunday,January
15/01/2017 13:00,13:00:00,Sunday,January
15/01/2017 14:00,14:00:00,Sunday,January
15/01/2017 15:00,15:00:00,Sunday,January
15/01/2017 16:00,16:00:00,Sunday,January
15/01/2017 17:00,17:00:00,Sunday,January
15/01/2017 18:00,18:00:00,Sunday,January
15/01/2017 19:00,19:00:00,Sunday,January
15/01/2017 20:00,20:00:00,Sunday,January
15/01/2017 21:00,21:00:00,Sunday,January
15/01/2017 22:00,22:00:00,Sunday,January
15/01/2017 23:00,23:00:00,Sunday,January
16/01/2017 00:00,00:00:00,Monday,January
16/01/2017 01:00,01:00:00,Monday,January
16/01/2017 02:00,02:00:00,Monday,January
16/01/2017 03:00,03:00:00,Monday,January
16/01/2017 04:00,04:00:00,Monday,January
16/01/2017 05:00,05:00:00,Monday,January
16/01/2017 06:00,06:00:00,Monday,January
16/01/2017 07:00,07:00:00,Monday,January
16/01/2017 08:00,08:00:00,Monday,January
16/01/2017 09:00,09:00:00,Monday,January
16/01/2017 10:00,10:00:00,Monday,January
16/01/2017 11:00,11:00:00,Monday,January
16/01/2017 12:00,12:00:00,Monday,January
16/01/2017 13:00,13:00:00,Monday,January
16/01/2017 14:00,14:00:00,Monday,January
16/01/2017 15:00,15:00:00,Monday,January
16/01/2017 16:00,16:00:00,Monday,January
16/01/2017 17:00,17:00:00,Monday,January
16/01/2017 18:00,18:00:00,Monday,January
16/01/2017 19:00,19:00:00,Monday,January
16/01/2017 20:00,20:00:00,Monday,January
16/01/2017 21:00,21:00:00,Monday,January
16/01/2017 22:00,22:00:00,Monday,January
16/01/2017 23:00,23:00:00,Monday,January
17/01/2017 00:00,00:00:00,Tuesday,January
17/01/2017 01:00,01:00:00,Tuesday,January
17/01/2017 02:00,02:00:00,Tuesday,January
17/01/2017 03:00,03:00:00,Tuesday,January
17/01/2017 04:00,04:00:00,Tuesday,January
17/01/2017 05:00,05:00:00,Tuesday,January
17/01/2017 06:00,06:00:00,Tuesday,January
17/01/2017 07:00,07:00:00,Tuesday,January
17/01/2017 08:00,08:00:00,Tuesday,January
17/01/2017 09:00,09:00:00,Tuesday,January
17/01/2017 10:00,10:00:00,Tuesday,January
17/01/2017 11:00,11:00:00,Tuesday,January
17/01/2017 12:00,12:00:00,Tuesday,January
17/01/2017 13:00,13:00:00,Tuesday,January
17/01/2017 14:00,14:00:00,Tuesday,January
17/01/2017 15:00,15:00:00,Tuesday,January
17/01/2017 16:00,16:00:00,Tuesday,January
17/01/2017 17:00,17:00:00,Tuesday,January
17/01/2017 18:00,18:00:00,Tuesday,January
17/01/2017 19:00,19:00:00,Tuesday,January
17/01/2017 20:00,20:00:00,Tuesday,January
17/01/2017 21:00,21:00:00,Tuesday,January
17/01/2017 22:00,22:00:00,Tuesday,January
17/01/2017 23:00,23:00:00,Tuesday,January
18/01/2017 12:00,12:00:00,Wednesday,January
18/01/2017 13:00,13:00:00,Wednesday,January
18/01/2017 14:00,14:00:00,Wednesday,January
18/01/2017 15:00,15:00:00,Wednesday,January
18/01/2017 16:00,16:00:00,Wednesday,January
18/01/2017 17:00,17:00:00,Wednesday,January
18/01/2017 18:00,18:00:00,Wednesday,January
18/01/2017 19:00,19:00:00,Wednesday,January
18/01/2017 20:00,20:00:00,Wednesday,January
18/01/2017 21:00,21:00:00,Wednesday,January
18/01/2017 22:00,22:00:00,Wednesday,January
18/01/2017 23:00,23:00:00,Wednesday,January
19/01/2017 00:00,00:00:00,Thursday,January
19/01/2017 01:00,01:00:00,Thursday,January
19/01/2017 02:00,02:00:00,Thursday,January
19/01/2017 04:00,04:00:00,Thursday,January
19/01/2017 05:00,05:00:00,Thursday,January
19/01/2017 06:00,06:00:00,Thursday,January
19/01/2017 07:00,07:00:00,Thursday,January
19/01/2017 08:00,08:00:00,Thursday,January
19/01/2017 09:00,09:00:00,Thursday,January
19/01/2017 10:00,10:00:00,Thursday,January
19/01/2017 11:00,11:00:00,Thursday,January
19/01/2017 12:00,12:00:00,Thursday,January
19/01/2017 13:00,13:00:00,Thursday,January
19/01/2017 14:00,14:00:00,Thursday,January
19/01/2017 15:00,15:00:00,Thursday,January
19/01/2017 16:00,16:00:00,Thursday,January
19/01/2017 17:00,17:00:00,Thursday,January
19/01/2017 18:00,18:00:00,Thursday,January
19/01/2017 19:00,19:00:00,Thursday,January
19/01/2017 20:00,20:00:00,Thursday,January
19/01/2017 21:00,21:00:00,Thursday,January
19/01/2017 22:00,22:00:00,Thursday,January
19/01/2017 23:00,23:00:00,Thursday,January
01/02/2017 00:00,00:00:00,Wednesday,February
01/02/2017 01:00,01:00:00,Wednesday,February
01/02/2017 02:00,02:00:00,Wednesday,February
01/02/2017 03:00,03:00:00,Wednesday,February
01/02/2017 05:00,05:00:00,Wednesday,February
01/02/2017 06:00,06:00:00,Wednesday,February
01/02/2017 07:00,07:00:00,Wednesday,February
01/02/2017 08:00,08:00:00,Wednesday,February
01/02/2017 09:00,09:00:00,Wednesday,February
01/02/2017 10:00,10:00:00,Wednesday,February
01/02/2017 11:00,11:00:00,Wednesday,February
01/02/2017 12:00,12:00:00,Wednesday,February
01/02/2017 13:00,13:00:00,Wednesday,February
01/02/2017 14:00,14:00:00,Wednesday,February
01/02/2017 15:00,15:00:00,Wednesday,February
01/02/2017 16:00,16:00:00,Wednesday,February
01/02/2017 17:00,17:00:00,Wednesday,February
01/02/2017 18:00,18:00:00,Wednesday,February
01/02/2017 19:00,19:00:00,Wednesday,February
01/02/2017 20:00,20:00:00,Wednesday,February
01/02/2017 21:00,21:00:00,Wednesday,February
01/02/2017 22:00,22:00:00,Wednesday,February
01/02/2017 23:00,23:00:00,Wednesday,February
02/02/2017 00:00,00:00:00,Thursday,February
02/02/2017 01:00,01:00:00,Thursday,February
02/02/2017 02:00,02:00:00,Thursday,February
02/02/2017 03:00,03:00:00,Thursday,February
02/02/2017 04:00,04:00:00,Thursday,February
02/02/2017 05:00,05:00:00,Thursday,February
02/02/2017 06:00,06:00:00,Thursday,February
02/02/2017 07:00,07:00:00,Thursday,February
02/02/2017 08:00,08:00:00,Thursday,February
02/02/2017 09:00,09:00:00,Thursday,February
02/02/2017 10:00,10:00:00,Thursday,February
02/02/2017 11:00,11:00:00,Thursday,February
02/02/2017 12:00,12:00:00,Thursday,February
02/02/2017 13:00,13:00:00,Thursday,February
02/02/2017 14:00,14:00:00,Thursday,February
02/02/2017 15:00,15:00:00,Thursday,February
02/02/2017 16:00,16:00:00,Thursday,February
02/02/2017 17:00,17:00:00,Thursday,February
02/02/2017 18:00,18:00:00,Thursday,February
02/02/2017 19:00,19:00:00,Thursday,February
02/02/2017 20:00,20:00:00,Thursday,February
02/02/2017 21:00,21:00:00,Thursday,February
02/02/2017 22:00,22:00:00,Thursday,February
02/02/2017 23:00,23:00:00,Thursday,February
03/02/2017 00:00,00:00:00,Friday,February
03/02/2017 01:00,01:00:00,Friday,February
03/02/2017 02:00,02:00:00,Friday,February
03/02/2017 03:00,03:00:00,Friday,February
03/02/2017 05:00,05:00:00,Friday,February
03/02/2017 06:00,06:00:00,Friday,February
03/02/2017 07:00,07:00:00,Friday,February
03/02/2017 08:00,08:00:00,Friday,February
03/02/2017 09:00,09:00:00,Friday,February
03/02/2017 10:00,10:00:00,Friday,February
03/02/2017 11:00,11:00:00,Friday,February
03/02/2017 12:00,12:00:00,Friday,February
03/02/2017 13:00,13:00:00,Friday,February
03/02/2017 14:00,14:00:00,Friday,February
03/02/2017 15:00,15:00:00,Friday,February
03/02/2017 16:00,16:00:00,Friday,February
03/02/2017 17:00,17:00:00,Friday,February
03/02/2017 18:00,18:00:00,Friday,February
03/02/2017 19:00,19:00:00,Friday,February
03/02/2017 20:00,20:00:00,Friday,February
03/02/2017 21:00,21:00:00,Friday,February
03/02/2017 22:00,22:00:00,Friday,February
03/02/2017 23:00,23:00:00,Friday,February
04/02/2017 00:00,00:00:00,Saturday,February
04/02/2017 01:00,01:00:00,Saturday,February
04/02/2017 02:00,02:00:00,Saturday,February
04/02/2017 03:00,03:00:00,Saturday,February
04/02/2017 05:00,05:00:00,Saturday,February
04/02/2017 06:00,06:00:00,Saturday,February
04/02/2017 07:00,07:00:00,Saturday,February
04/02/2017 08:00,08:00:00,Saturday,February
04/02/2017 09:00,09:00:00,Saturday,February
04/02/2017 10:00,10:00:00,Saturday,February
04/02/2017 11:00,11:00:00,Saturday,February
04/02/2017 12:00,12:00:00,Saturday,February
04/02/2017 13:00,13:00:00,Saturday,February
04/02/2017 14:00,14:00:00,Saturday,February
04/02/2017 15:00,15:00:00,Saturday,February
04/02/2017 16:00,16:00:00,Saturday,February
04/02/2017 17:00,17:00:00,Saturday,February
04/02/2017 18:00,18:00:00,Saturday,February
04/02/2017 19:00,19:00:00,Saturday,February
04/02/2017 20:00,20:00:00,Saturday,February
04/02/2017 21:00,21:00:00,Saturday,February
04/02/2017 22:00,22:00:00,Saturday,February
04/02/2017 23:00,23:00:00,Saturday,February
05/02/2017 00:00,00:00:00,Sunday,February
05/02/2017 01:00,01:00:00,Sunday,February
05/02/2017 02:00,02:00:00,Sunday,February
05/02/2017 03:00,03:00:00,Sunday,February
05/02/2017 04:00,04:00:00,Sunday,February
05/02/2017 05:00,05:00:00,Sunday,February
05/02/2017 06:00,06:00:00,Sunday,February
05/02/2017 07:00,07:00:00,Sunday,February
05/02/2017 08:00,08:00:00,Sunday,February
05/02/2017 09:00,09:00:00,Sunday,February
05/02/2017 10:00,10:00:00,Sunday,February
05/02/2017 11:00,11:00:00,Sunday,February
05/02/2017 12:00,12:00:00,Sunday,February
05/02/2017 13:00,13:00:00,Sunday,February
05/02/2017 14:00,14:00:00,Sunday,February
05/02/2017 15:00,15:00:00,Sunday,February
05/02/2017 16:00,16:00:00,Sunday,February
05/02/2017 17:00,17:00:00,Sunday,February
05/02/2017 18:00,18:00:00,Sunday,February
05/02/2017 19:00,19:00:00,Sunday,February
05/02/2017 20:00,20:00:00,Sunday,February
05/02/2017 21:00,21:00:00,Sunday,February
05/02/2017 22:00,22:00:00,Sunday,February
05/02/2017 23:00,23:00:00,Sunday,February
06/02/2017 00:00,00:00:00,Monday,February
06/02/2017 01:00,01:00:00,Monday,February
06/02/2017 02:00,02:00:00,Monday,February
06/02/2017 03:00,03:00:00,Monday,February
06/02/2017 04:00,04:00:00,Monday,February
06/02/2017 05:00,05:00:00,Monday,February
06/02/2017 06:00,06:00:00,Monday,February
06/02/2017 07:00,07:00:00,Monday,February
06/02/2017 08:00,08:00:00,Monday,February
06/02/2017 09:00,09:00:00,Monday,February
06/02/2017 10:00,10:00:00,Monday,February
06/02/2017 11:00,11:00:00,Monday,February
06/02/2017 12:00,12:00:00,Monday,February
06/02/2017 13:00,13:00:00,Monday,February
06/02/2017 14:00,14:00:00,Monday,February
06/02/2017 15:00,15:00:00,Monday,February
06/02/2017 16:00,16:00:00,Monday,February
06/02/2017 17:00,17:00:00,Monday,February
06/02/2017 18:00,18:00:00,Monday,February
06/02/2017 19:00,19:00:00,Monday,February
06/02/2017 20:00,20:00:00,Monday,February
06/02/2017 21:00,21:00:00,Monday,February
06/02/2017 22:00,22:00:00,Monday,February
06/02/2017 23:00,23:00:00,Monday,February
07/02/2017 00:00,00:00:00,Tuesday,February
07/02/2017 01:00,01:00:00,Tuesday,February
07/02/2017 02:00,02:00:00,Tuesday,February
07/02/2017 03:00,03:00:00,Tuesday,February
07/02/2017 04:00,04:00:00,Tuesday,February
07/02/2017 05:00,05:00:00,Tuesday,February
07/02/2017 06:00,06:00:00,Tuesday,February
07/02/2017 07:00,07:00:00,Tuesday,February
07/02/2017 08:00,08:00:00,Tuesday,February
